"","ENTREZID","SYMBOL","ENSEMBL","SRR7251660","SRR7251661","SRR7251662","SRR7251664","SRR7251665","SRR7251667","SRR7251668","SRR7251670"
"7416","2224","FDPS","ENSG00000160752",0,14,26,12,36,0,0,0
"7442","2230","FDX1","ENSG00000137714",5,17,18,4,27,0,8,0
"7446","2232","FDXR","ENSG00000161513",0,13,9,1,9,0,2,0
"7447","2235","FECH","ENSG00000066926",3,28,20,21,28,0,10,1
"7448","2237","FEN1","ENSG00000168496",6,8,10,2,11,0,3,0
"7449","2239","GPC4","ENSG00000076716",6,1,1,0,0,0,2,0
"7451","2241","FER","ENSG00000151422",31,110,48,5,85,1,32,0
"7452","2242","FES","ENSG00000182511",18,49,105,31,55,0,3,0
"7453","2243","FGA","ENSG00000171560",2,0,0,0,0,0,0,0
"7454","2244","FGB","ENSG00000171564",0,0,2,0,0,0,0,0
"7455","2245","FGD1","ENSG00000102302",4,8,6,0,16,0,3,0
"7456","2246","FGF1","ENSG00000113578",6,0,0,0,0,0,0,0
"7457","2247","FGF2","ENSG00000138685",19,39,5,2,1,0,0,0
"7458","2248","FGF3","ENSG00000186895",0,0,0,0,0,0,0,0
"7459","2249","FGF4","ENSG00000075388",0,0,0,0,0,0,0,0
"7461","2250","FGF5","ENSG00000138675",6,0,0,0,0,0,0,0
"7462","2251","FGF6","ENSG00000111241",0,0,0,0,0,0,0,0
"7463","2252","FGF7","ENSG00000140285",4,0,0,0,0,0,0,0
"7464","2253","FGF8","ENSG00000107831",0,0,0,0,0,0,0,0
"7465","2254","FGF9","ENSG00000102678",2,6,4,0,9,0,2,0
"7466","2255","FGF10","ENSG00000070193",0,0,0,0,0,0,0,0
"7467","2256","FGF11","ENSG00000161958",13,1,3,0,7,0,0,0
"7468","2256","FGF11","ENSG00000283903",13,1,3,0,7,0,0,0
"7471","2257","FGF12","ENSG00000114279",3,0,0,1,1,0,1,0
"7472","2258","FGF13","ENSG00000129682",4,0,0,0,1,0,1,0
"7473","2259","FGF14","ENSG00000102466",2,0,0,0,0,0,0,0
"7475","2260","FGFR1","ENSG00000077782",17,10,12,1,12,1,5,0
"7476","2261","FGFR3","ENSG00000068078",3,0,0,0,1,1,0,0
"7477","2262","GPC5","ENSG00000179399",13,5,1,1,0,0,0,0
"7478","2263","FGFR2","ENSG00000066468",3,0,0,1,6,0,0,0
"7479","2264","FGFR4","ENSG00000160867",0,2,1,0,4,0,0,0
"7480","2266","FGG","ENSG00000171557",0,0,0,0,0,0,0,0
"7481","2267","FGL1","ENSG00000104760",4,0,0,0,0,0,0,0
"7482","2268","FGR","ENSG00000000938",132,275,775,163,856,34,138,17
"7483","2271","FH","ENSG00000091483",6,18,16,3,27,0,5,1
"7484","2272","FHIT","ENSG00000189283",4,91,13,7,71,1,10,1
"7485","2273","FHL1","ENSG00000022267",95,260,45,38,49,5,17,2
"7486","2274","FHL2","ENSG00000115641",13,21,4,4,5,0,0,0
"7487","2275","FHL3","ENSG00000183386",0,6,37,5,18,2,4,0
"7488","2277","VEGFD","ENSG00000165197",0,0,0,0,0,0,0,0
"7494","2280","FKBP1A","ENSG00000088832",101,246,130,53,170,7,38,4
"7503","2281","FKBP1B","ENSG00000119782",15,31,3,5,5,0,0,0
"7505","2282","FKBP1AP1",NA,7,38,12,8,20,19,26,11
"7541","2286","FKBP2","ENSG00000173486",0,20,17,6,10,1,8,1
"7550","2287","FKBP3","ENSG00000100442",10,54,23,8,58,1,9,1
"7562","2288","FKBP4","ENSG00000004478",6,30,33,6,68,0,10,0
"7572","2289","FKBP5","ENSG00000096060",54,528,292,60,428,32,206,14
"7582","2290","FOXG1","ENSG00000176165",0,0,0,0,0,1,0,1
"7621","2294","FOXF1","ENSG00000103241",0,0,0,1,0,0,2,0
"7628","2295","FOXF2","ENSG00000137273",1,1,2,2,1,0,3,1
"7634","2296","FOXC1","ENSG00000054598",5,3,1,0,2,0,3,1
"7641","2298","FOXD4","ENSG00000170122",0,0,0,0,0,0,1,0
"7651","2299","FOXI1","ENSG00000168269",0,0,0,0,0,0,0,0
"7669","2300","FOXL1","ENSG00000176678",0,0,0,0,0,0,0,0
"7675","2301","FOXE3","ENSG00000186790",7,0,0,16,1,30,19,0
"7684","2302","FOXJ1","ENSG00000129654",0,1,0,0,0,0,0,0
"7693","2303","FOXC2","ENSG00000176692",0,0,0,0,0,0,0,0
"7704","2304","FOXE1","ENSG00000178919",0,0,1,0,1,0,2,0
"7714","2305","FOXM1","ENSG00000111206",6,20,14,4,16,1,2,1
"7721","2306","FOXD2","ENSG00000186564",0,2,8,0,7,0,0,0
"7731","2307","FOXS1","ENSG00000179772",3,0,0,0,0,0,0,0
"7740","2308","FOXO1","ENSG00000150907",45,283,146,54,271,19,163,14
"7748","2309","FOXO3","ENSG00000118689",127,173,157,43,158,26,66,9
"7760","2310","FOXO3B","ENSG00000240445",0,8,14,3,19,0,0,1
"7777","2312","FLG","ENSG00000143631",1,1,0,0,7,0,0,0
"7784","2313","FLI1","ENSG00000151702",202,529,369,85,527,29,123,27
"7794","2314","FLII","ENSG00000177731",103,307,348,96,357,16,62,12
"7795","2314","FLII","ENSG00000284571",103,307,348,96,357,16,62,12
"7805","2315","MLANA","ENSG00000120215",5,28,15,3,31,0,1,0
"7813","2316","FLNA","ENSG00000196924",0,4,1,1,1,0,0,0
"7824","2317","FLNB","ENSG00000136068",21,211,61,28,136,8,66,8
"7835","2318","FLNC","ENSG00000128591",5,4,6,0,2,0,0,0
"7843","2319","FLOT2","ENSG00000132589",68,172,200,84,240,7,37,2
"7865","2321","FLT1","ENSG00000102755",18,2,6,2,4,0,6,0
"7876","2322","FLT3","ENSG00000122025",9,14,40,0,27,6,12,2
"7885","2323","FLT3LG","ENSG00000090554",5,68,26,13,69,1,18,1
"7895","2324","FLT4","ENSG00000037280",12,19,12,3,7,0,6,2
"7915","2326","FMO1","ENSG00000010932",0,0,0,0,0,0,0,0
"7924","2327","FMO2","ENSG00000094963",10,0,0,0,3,0,0,0
"7933","2328","FMO3","ENSG00000007933",0,2,0,0,11,0,0,0
"7941","2329","FMO4","ENSG00000076258",2,13,4,1,13,0,1,0
"7947","2330","FMO5","ENSG00000131781",0,0,0,0,2,0,0,0
"7958","2331","FMOD","ENSG00000122176",0,0,1,0,31,0,0,0
"7967","2332","FMR1","ENSG00000102081",0,0,0,0,0,0,0,0
"7984","2334","AFF2","ENSG00000155966",1,0,1,0,0,0,0,0
"7991","2335","FN1","ENSG00000115414",8,23,8,5,12,1,7,1
"8027","2339","FNTA","ENSG00000168522",19,123,64,23,170,1,34,2
"8054","2342","FNTB","ENSG00000257365",0,1,1,0,1,0,1,0
"8081","2346","FOLH1","ENSG00000086205",7,0,0,0,0,0,0,0
"8098","2348","FOLR1","ENSG00000110195",0,0,0,0,0,0,0,0
"8109","2350","FOLR2","ENSG00000165457",2,2,5,0,1,0,0,0
"8129","2352","FOLR3","ENSG00000110203",0,2,7,2,4,0,0,0
"8141","2353","FOS","ENSG00000170345",219,119,922,233,397,156,438,74
"8151","2354","FOSB","ENSG00000125740",84,26,152,36,7,201,376,91
"8165","2355","FOSL2","ENSG00000075426",122,146,285,140,315,58,269,33
"8176","2356","FPGS","ENSG00000136877",13,66,45,9,70,1,9,0
"8192","2357","FPR1","ENSG00000171051",38,20,67,43,57,15,32,13
"8195","2358","FPR2","ENSG00000171049",6,8,18,5,16,3,6,2
"8207","2359","FPR3","ENSG00000187474",0,1,6,0,9,4,22,2
"8307","2395","FXN","ENSG00000165060",2,29,31,12,51,0,15,0
"8327","2444","FRK","ENSG00000111816",3,1,0,0,2,0,0,0
"8386","2475","MTOR","ENSG00000198793",31,220,224,38,496,8,54,8
"8388","2483","FRG1","ENSG00000109536",0,0,0,0,0,0,0,0
"8389","2483","FRG1","ENSG00000275145",0,0,0,0,0,0,0,0
"8390","2483","FRG1","ENSG00000283153",0,0,0,0,0,0,0,0
"8391","2483","FRG1","ENSG00000283630",0,0,0,0,0,0,0,0
"8392","2487","FRZB","ENSG00000162998",0,0,0,0,0,0,0,0
"8393","2488","FSHB","ENSG00000131808",4,0,0,0,0,0,0,0
"8395","2491","CENPI","ENSG00000102384",13,9,5,3,3,0,0,0
"8396","2492","FSHR","ENSG00000170820",0,0,1,0,0,0,0,0
"8397","2494","NR5A2","ENSG00000116833",18,0,0,0,0,0,2,0
"8398","2495","FTH1","ENSG00000167996",1632,2010,1050,452,745,138,884,67
"8399","2498","FTH1P3",NA,3,10,5,0,4,0,6,0
"8403","2512","FTL","ENSG00000087086",1309,1091,987,1027,861,50,198,37
"8404","2515","ADAM2","ENSG00000104755",0,0,0,0,0,0,0,0
"8405","2515","ADAM2","ENSG00000276286",0,0,0,0,0,0,0,0
"8406","2516","NR5A1","ENSG00000136931",23,2,4,7,3,10,8,4
"8407","2517","FUCA1","ENSG00000179163",2,9,7,7,39,1,1,1
"8408","2519","FUCA2","ENSG00000001036",15,23,39,9,47,1,8,0
"8409","2520","GAST","ENSG00000184502",0,0,0,0,0,0,0,0
"8410","2521","FUS","ENSG00000089280",49,335,280,57,517,48,150,18
"8411","2523","FUT1","ENSG00000174951",1,1,0,0,0,0,0,0
"8412","2524","FUT2","ENSG00000176920",2,7,1,1,12,0,0,0
"8413","2525","FUT3","ENSG00000171124",1,0,0,0,0,0,0,0
"8414","2526","FUT4","ENSG00000196371",18,24,39,15,34,1,12,0
"8415","2527","FUT5","ENSG00000130383",0,0,0,2,2,0,0,0
"8416","2528","FUT6","ENSG00000156413",1,0,0,0,0,0,0,0
"8419","2529","FUT7","ENSG00000180549",4,2,13,4,3,0,0,0
"8432","2530","FUT8","ENSG00000033170",61,272,50,21,173,5,33,0
"8444","2531","KDSR","ENSG00000119537",5,27,18,6,64,1,4,1
"8449","2532","ACKR1","ENSG00000213088",0,0,0,0,0,0,0,0
"8452","2533","FYB1","ENSG00000082074",284,2235,1189,279,2022,116,664,53
"8454","2534","FYN","ENSG00000010810",110,483,385,101,721,32,213,18
"8457","2535","FZD2","ENSG00000180340",2,0,8,1,2,1,3,1
"8466","2537","IFI6","ENSG00000126709",0,18,15,17,12,2,4,0
"8473","2538","G6PC1","ENSG00000131482",0,0,0,0,0,0,0,0
"8477","2539","G6PD","ENSG00000160211",0,7,6,0,1,0,2,0
"8500","2542","SLC37A4","ENSG00000137700",0,0,0,0,0,0,0,0
"8501","2542","SLC37A4","ENSG00000281500",0,0,0,0,0,0,0,0
"8510","2543","GAGE1","ENSG00000205777",0,0,0,0,0,0,0,0
"8522","2547","XRCC6","ENSG00000196419",30,105,79,37,124,10,79,8
"8527","2548","GAA","ENSG00000171298",17,46,121,25,74,8,11,2
"8536","2549","GAB1","ENSG00000109458",25,41,36,4,73,5,20,2
"8542","2550","GABBR1","ENSG00000204681",0,6,7,0,13,0,0,0
"8543","2550","GABBR1","ENSG00000232569",0,6,7,0,13,0,0,0
"8544","2550","GABBR1","ENSG00000237051",0,6,7,0,13,0,0,0
"8545","2550","GABBR1","ENSG00000206511",0,6,7,0,13,0,0,0
"8546","2550","GABBR1","ENSG00000232632",0,6,7,0,13,0,0,0
"8547","2550","GABBR1","ENSG00000237112",0,6,7,0,13,0,0,0
"8548","2550","GABBR1","ENSG00000206466",0,6,7,0,13,0,0,0
"8561","2551","GABPA","ENSG00000154727",18,103,46,8,76,11,22,2
"8575","2553","GABPB1","ENSG00000104064",14,46,37,3,43,2,28,1
"8584","2554","GABRA1","ENSG00000022355",15,0,0,0,0,2,0,0
"8590","2555","GABRA2","ENSG00000151834",4,1,1,2,0,0,0,0
"8593","2556","GABRA3","ENSG00000011677",0,0,0,0,0,0,0,0
"8597","2557","GABRA4","ENSG00000109158",16,0,0,4,0,0,0,0
"8606","2558","GABRA5","ENSG00000186297",0,0,0,0,0,0,0,0
"8610","2559","GABRA6","ENSG00000145863",5,0,0,0,0,0,0,0
"8615","2560","GABRB1","ENSG00000163288",1,0,0,0,0,0,0,0
"8620","2561","GABRB2","ENSG00000145864",4,1,0,0,2,0,0,0
"8625","2562","GABRB3","ENSG00000166206",11,1,0,0,2,0,0,0
"8631","2563","GABRD","ENSG00000187730",1,1,0,0,0,0,0,0
"8643","2564","GABRE","ENSG00000102287",0,0,0,0,0,0,0,0
"8647","2565","GABRG1","ENSG00000163285",5,0,0,0,0,0,0,0
"8650","2566","GABRG2","ENSG00000113327",0,0,0,0,0,0,0,0
"8655","2567","GABRG3","ENSG00000182256",0,0,0,0,0,0,0,0
"8659","2568","GABRP","ENSG00000094755",11,0,0,0,0,0,0,0
"8663","2569","GABRR1","ENSG00000146276",14,0,0,0,0,0,0,0
"8671","2570","GABRR2","ENSG00000111886",0,1,3,3,11,0,0,0
"8677","2571","GAD1","ENSG00000128683",8,0,0,0,0,0,0,0
"8686","2572","GAD2","ENSG00000136750",1,0,1,0,0,0,0,0
"8699","2574","GAGE2C","ENSG00000236362",0,0,0,0,0,0,0,0
"8704","2576","GAGE4","ENSG00000236362",0,0,0,0,0,0,0,0
"8705","2576","GAGE4","ENSG00000215269",0,0,0,0,0,0,0,0
"8736","2580","GAK","ENSG00000178950",71,228,269,62,277,17,95,9
"8747","2581","GALC","ENSG00000054983",20,61,65,13,153,5,23,3
"8755","2582","GALE","ENSG00000117308",0,6,13,1,11,1,2,1
"8766","2583","B4GALNT1","ENSG00000135454",0,0,0,0,0,0,0,0
"8777","2584","GALK1","ENSG00000108479",2,5,12,2,9,1,2,2
"8786","2585","GALK2","ENSG00000156958",10,45,32,9,75,0,13,1
"8799","2587","GALR1","ENSG00000166573",0,3,1,0,0,0,0,0
"8808","2588","GALNS","ENSG00000141012",16,37,55,7,89,6,12,0
"8814","2589","GALNT1","ENSG00000141429",38,91,70,23,102,16,46,9
"8824","2590","GALNT2","ENSG00000143641",12,70,60,18,62,1,22,3
"8833","2591","GALNT3","ENSG00000115339",7,20,31,11,41,0,25,3
"8849","2592","GALT","ENSG00000213930",11,86,52,17,237,0,11,0
"8902","2593","GAMT","ENSG00000130005",3,8,1,2,5,0,1,0
"8920","2595","GANC","ENSG00000214013",16,122,117,15,314,5,31,2
"8926","2596","GAP43","ENSG00000172020",0,0,0,0,0,0,0,0
"8932","2597","GAPDH","ENSG00000111640",249,717,315,253,321,15,102,12
"9078","2615","LRRC32","ENSG00000137507",31,30,17,4,3,0,5,1
"9092","2617","GARS1","ENSG00000106105",12,65,60,20,106,18,28,9
"9099","2618","GART","ENSG00000159131",6,42,30,8,82,2,16,2
"9100","2618","GART","ENSG00000262473",6,42,30,8,82,2,16,2
"9104","2619","GAS1","ENSG00000180447",0,1,0,0,2,0,1,0
"9108","2620","GAS2","ENSG00000148935",4,3,0,0,0,0,0,0
"9112","2621","GAS6","ENSG00000183087",6,26,19,3,23,0,4,0
"9117","2622","GAS8","ENSG00000141013",2,6,3,2,8,0,1,1
"9127","2623","GATA1","ENSG00000102145",0,0,0,0,0,0,0,0
"9137","2624","GATA2","ENSG00000179348",33,39,19,10,19,9,4,3
"9145","2625","GATA3","ENSG00000107485",11,50,47,7,101,7,22,2
"9154","2626","GATA4","ENSG00000136574",0,0,0,0,0,0,0,0
"9155","2626","GATA4","ENSG00000285109",0,0,0,0,0,0,0,0
"9165","2627","GATA6","ENSG00000141448",3,0,0,1,1,0,0,0
"9176","2628","GATM","ENSG00000171766",22,8,12,0,7,0,1,0
"9184","2629","GBA","ENSG00000177628",0,0,0,0,0,0,0,0
"9185","2629","GBA","ENSG00000262446",0,0,0,0,0,0,0,0
"9191","2630","GBAP1","ENSG00000160766",0,2,6,0,8,0,0,0
"9193","2631","NIPSNAP2","ENSG00000146729",8,46,47,12,72,13,31,2
"9194","2632","GBE1","ENSG00000114480",13,35,20,5,32,0,8,0
"9195","2633","GBP1","ENSG00000117228",3,90,61,9,145,11,68,7
"9200","2634","GBP2","ENSG00000162645",13,242,170,51,527,41,279,17
"9203","2635","GBP3","ENSG00000117226",10,70,68,12,168,7,52,5
"9207","2636","GBX1","ENSG00000164900",0,0,0,0,0,0,0,0
"9208","2637","GBX2","ENSG00000168505",6,0,0,2,0,0,0,0
"9209","2638","GC","ENSG00000145321",4,0,0,0,0,0,0,0
"9210","2639","GCDH","ENSG00000105607",5,29,21,1,16,0,1,0
"9211","2641","GCG","ENSG00000115263",0,0,0,0,0,0,0,0
"9212","2642","GCGR","ENSG00000215644",0,0,0,0,0,0,0,0
"9213","2642","GCGR","ENSG00000288269",0,0,0,0,0,0,0,0
"9214","2643","GCH1","ENSG00000131979",16,53,85,27,79,8,83,3
"9215","2644","GCHFR","ENSG00000137880",0,8,7,1,2,0,0,0
"9216","2645","GCK","ENSG00000106633",0,0,0,0,0,0,0,0
"9217","2646","GCKR","ENSG00000084734",3,0,0,1,0,0,0,0
"9220","2647","BLOC1S1","ENSG00000135441",14,20,7,4,22,0,0,0
"9225","2648","KAT2A","ENSG00000108773",0,0,0,0,0,0,0,0
"9226","2649","NR6A1","ENSG00000148200",2,1,6,1,5,0,2,0
"9234","2650","GCNT1","ENSG00000187210",16,64,31,8,80,0,14,0
"9242","2651","GCNT2","ENSG00000111846",33,27,74,3,101,1,14,0
"9243","2651","GCNT2","ENSG00000285222",33,27,74,3,101,1,14,0
"9249","2652","OPN1MW","ENSG00000268221",0,0,0,0,0,0,0,0
"9263","2653","GCSH","ENSG00000140905",0,0,0,0,0,0,0,0
"9278","2657","GDF1","ENSG00000130283",0,0,0,0,0,0,0,0
"9286","2658","GDF2","ENSG00000263761",0,0,0,0,0,0,0,0
"9296","2660","MSTN","ENSG00000138379",6,0,0,0,0,0,0,0
"9299","2661","GDF9","ENSG00000164404",3,0,0,0,2,0,0,0
"9301","2662","GDF10","ENSG00000266524",0,0,0,0,0,0,0,0
"9302","2664","GDI1","ENSG00000203879",0,0,0,0,0,0,0,0
"9304","2665","GDI2","ENSG00000057608",57,223,234,54,364,22,93,21
"9316","2668","GDNF","ENSG00000168621",0,0,0,0,0,0,0,0
"9322","2669","GEM","ENSG00000164949",3,0,0,0,0,0,4,0
"9340","2670","GFAP","ENSG00000131095",2,2,0,0,0,0,0,0
"9353","2671","GFER","ENSG00000127554",12,7,6,5,12,2,5,0
"9362","2672","GFI1","ENSG00000162676",13,15,19,5,55,0,2,0
"9363","2673","GFPT1","ENSG00000198380",25,115,61,17,155,9,43,6
"9366","2674","GFRA1","ENSG00000151892",5,0,0,0,0,0,0,0
"9370","2675","GFRA2","ENSG00000168546",7,0,4,3,1,0,0,0
"9373","2676","GFRA3","ENSG00000146013",0,0,0,0,0,0,0,0
"9377","2677","GGCX","ENSG00000115486",0,27,38,18,92,1,21,1
"9388","2678","GGT1","ENSG00000100031",1,11,8,5,6,2,2,1
"9389","2678","GGT1","ENSG00000286070",1,11,8,5,6,2,2,1
"9400","2679","GGT3P","ENSG00000197421",0,0,1,0,0,0,0,0
"9426","2681","GGTA1","ENSG00000204136",83,176,37,49,14,0,3,0
"9445","2683","B4GALT1","ENSG00000086062",41,180,218,58,307,24,148,17
"9446","2686","GGT7","ENSG00000131067",6,57,37,13,59,0,4,0
"9447","2687","GGT5","ENSG00000099998",0,0,0,0,0,0,0,0
"9450","2688","GH1","ENSG00000259384",2,2,0,0,1,0,0,0
"9451","2689","GH2","ENSG00000136487",0,0,0,0,0,0,0,0
"9453","2690","GHR","ENSG00000112964",9,0,0,0,0,0,1,0
"9454","2691","GHRH","ENSG00000118702",0,0,0,0,0,0,0,0
"9455","2692","GHRHR","ENSG00000106128",0,0,0,0,0,0,0,0
"9456","2693","GHSR","ENSG00000121853",3,0,0,0,0,0,0,0
"9457","2694","CBLIF","ENSG00000134812",6,0,0,0,0,0,0,0
"9458","2695","GIP","ENSG00000159224",1,0,0,0,0,0,0,0
"9464","2696","GIPR","ENSG00000010310",0,19,5,5,13,0,2,0
"9466","2697","GJA1","ENSG00000152661",4,0,0,0,0,0,0,0
"9481","2700","GJA3","ENSG00000121743",1,3,1,0,2,1,0,0
"9486","2701","GJA4","ENSG00000187513",0,3,0,0,0,0,0,0
"9492","2702","GJA5","ENSG00000265107",0,0,0,0,0,0,0,0
"9496","2703","GJA8","ENSG00000121634",0,0,0,0,0,0,0,0
"9510","2705","GJB1","ENSG00000169562",0,0,0,0,0,0,0,0
"9511","2706","GJB2","ENSG00000165474",4,0,0,0,0,0,7,0
"9517","2707","GJB3","ENSG00000188910",0,3,0,0,0,0,0,0
"9529","2709","GJB5","ENSG00000189280",0,1,1,0,0,0,0,0
"9539","2710","GK","ENSG00000198814",16,39,23,5,29,2,7,2
"9549","2712","GK2","ENSG00000196475",2,0,0,0,0,0,0,0
"9559","2713","GK3P","ENSG00000229894",2,19,23,1,50,3,6,2
"9588","2717","GLA","ENSG00000102393",0,0,0,0,0,0,0,0
"9600","2719","GPC3","ENSG00000147257",4,0,0,1,0,0,0,0
"9606","2720","GLB1","ENSG00000170266",6,37,46,8,118,3,22,3
"9643","2729","GCLC","ENSG00000001084",11,42,58,14,78,7,16,3
"9654","2730","GCLM","ENSG00000023909",23,129,21,12,28,0,7,0
"9663","2731","GLDC","ENSG00000178445",1,3,2,3,4,0,0,0
"9673","2733","GLE1","ENSG00000119392",9,85,82,23,119,4,16,4
"9683","2734","GLG1","ENSG00000090863",81,534,299,79,753,19,175,11
"9694","2735","GLI1","ENSG00000111087",1,7,10,1,6,1,2,0
"9698","2736","GLI2","ENSG00000074047",0,0,0,2,0,0,0,0
"9699","2737","GLI3","ENSG00000106571",0,2,3,1,6,0,0,0
"9700","2738","GLI4","ENSG00000250571",0,3,12,0,5,0,0,0
"9701","2739","GLO1","ENSG00000124767",4,43,29,8,62,7,25,1
"9703","2740","GLP1R","ENSG00000112164",2,0,0,0,0,0,0,0
"9704","2741","GLRA1","ENSG00000145888",6,1,0,1,0,0,0,0
"9705","2742","GLRA2","ENSG00000101958",3,0,0,0,0,0,0,0
"9707","2743","GLRB","ENSG00000109738",5,0,0,0,0,0,0,0
"9714","2744","GLS","ENSG00000115419",90,571,272,84,579,39,204,25
"9719","2745","GLRX","ENSG00000173221",19,25,32,4,50,1,11,0
"9720","2746","GLUD1","ENSG00000148672",34,78,66,42,141,3,27,2
"9721","2747","GLUD2","ENSG00000182890",8,27,27,3,44,4,14,1
"9722","2747","GLUD2","ENSG00000288118",8,27,27,3,44,4,14,1
"9723","2749","GLUD1P3","ENSG00000250959",3,27,46,8,31,2,8,0
"9725","2752","GLUL","ENSG00000135821",230,385,376,130,430,66,77,21
"9727","2760","GM2A","ENSG00000196743",18,40,48,28,103,10,28,7
"9728","2762","GMDS","ENSG00000112699",8,15,30,7,46,0,17,0
"9729","2764","GMFB","ENSG00000197045",6,74,41,13,59,3,17,0
"9730","2765","GML","ENSG00000104499",2,0,0,1,2,0,0,0
"9731","2766","GMPR","ENSG00000137198",78,154,14,28,26,0,1,0
"9732","2767","GNA11","ENSG00000088256",2,3,2,1,1,0,0,0
"9733","2768","GNA12","ENSG00000146535",57,106,69,24,81,5,21,4
"9734","2769","GNA15","ENSG00000060558",27,43,35,24,15,7,29,3
"9735","2770","GNAI1","ENSG00000127955",10,18,2,5,2,1,0,0
"9736","2771","GNAI2","ENSG00000114353",2,1,0,0,2,0,0,0
"9737","2773","GNAI3","ENSG00000065135",26,129,68,39,137,2,49,3
"9738","2774","GNAL","ENSG00000141404",8,13,13,2,19,2,5,0
"9739","2775","GNAO1","ENSG00000087258",15,44,22,5,20,1,2,1
"9740","2776","GNAQ","ENSG00000156052",81,379,125,41,186,21,53,2
"9741","2778","GNAS","ENSG00000087460",1538,2011,641,493,1031,49,260,26
"9742","2779","GNAT1","ENSG00000114349",4,0,0,0,0,0,0,0
"9743","2780","GNAT2","ENSG00000134183",6,6,3,0,11,2,1,0
"9744","2781","GNAZ","ENSG00000128266",305,634,101,118,50,1,10,0
"9745","2782","GNB1","ENSG00000078369",159,478,340,92,499,48,170,26
"9746","2783","GNB2","ENSG00000172354",76,76,120,46,84,8,24,4
"9747","2784","GNB3","ENSG00000111664",0,0,0,0,0,0,0,0
"9748","2785","GNG3","ENSG00000162188",3,0,4,0,1,1,1,0
"9749","2786","GNG4","ENSG00000168243",6,0,0,0,0,0,0,0
"9750","2786","GNG4","ENSG00000282972",6,0,0,0,0,0,0,0
"9751","2787","GNG5","ENSG00000174021",0,24,25,11,22,10,16,2
"9752","2788","GNG7","ENSG00000176533",17,50,32,2,42,4,9,1
"9754","2790","GNG10","ENSG00000242616",0,0,0,0,0,0,0,0
"9755","2791","GNG11","ENSG00000127920",668,1376,87,233,73,0,8,1
"9756","2792","GNGT1","ENSG00000127928",0,0,0,0,0,0,0,0
"9757","2793","GNGT2","ENSG00000167083",12,2,10,6,16,0,2,0
"9758","2794","GNL1","ENSG00000204590",1,0,0,0,0,0,0,0
"9759","2794","GNL1","ENSG00000229470",1,0,0,0,0,0,0,0
"9760","2794","GNL1","ENSG00000235986",1,0,0,0,0,0,0,0
"9761","2794","GNL1","ENSG00000206412",1,0,0,0,0,0,0,0
"9762","2794","GNL1","ENSG00000228581",1,0,0,0,0,0,0,0
"9763","2794","GNL1","ENSG00000226882",1,0,0,0,0,0,0,0
"9764","2794","GNL1","ENSG00000232143",1,0,0,0,0,0,0,0
"9765","2794","GNL1","ENSG00000206492",1,0,0,0,0,0,0,0
"9766","2796","GNRH1","ENSG00000147437",10,1,12,0,31,0,1,0
"9767","2797","GNRH2","ENSG00000125787",0,0,2,0,1,0,4,0
"9768","2798","GNRHR","ENSG00000109163",6,28,4,0,19,0,4,0
"9769","2799","GNS","ENSG00000135677",19,149,232,51,294,20,120,11
"9773","2800","GOLGA1","ENSG00000136935",19,90,92,13,165,3,15,0
"9774","2801","GOLGA2","ENSG00000167110",26,111,77,20,123,6,19,2
"9775","2802","GOLGA3","ENSG00000090615",57,280,226,66,390,12,55,8
"9776","2803","GOLGA4","ENSG00000144674",60,596,527,72,963,55,398,40
"9777","2804","GOLGB1","ENSG00000173230",40,495,405,73,932,60,263,27
"9778","2805","GOT1","ENSG00000120053",8,16,5,2,29,0,2,0
"9779","2806","GOT2","ENSG00000125166",0,31,19,11,36,1,9,1
"9787","2810","SFN","ENSG00000175793",2,2,0,2,2,0,1,0
"9788","2811","GP1BA","ENSG00000185245",169,423,87,46,70,1,13,0
"9789","2813","GP2","ENSG00000169347",2,0,0,0,0,0,0,0
"9790","2814","GP5","ENSG00000178732",5,117,18,15,19,0,0,0
"9791","2815","GP9","ENSG00000169704",131,298,44,67,8,0,0,0
"9792","2817","GPC1","ENSG00000063660",2,5,3,0,5,0,0,0
"9793","2819","GPD1","ENSG00000167588",0,1,1,0,0,0,0,0
"9794","2820","GPD2","ENSG00000115159",37,330,45,37,108,2,36,2
"9795","2821","GPI","ENSG00000105220",90,192,142,64,177,6,44,10
"9796","2821","GPI","ENSG00000282019",90,192,142,64,177,6,44,10
"9797","2822","GPLD1","ENSG00000112293",5,11,6,0,24,1,2,0
"9801","2823","GPM6A","ENSG00000150625",0,2,0,0,5,0,1,0
"9805","2824","GPM6B","ENSG00000046653",0,44,16,1,37,2,7,1
"9806","2825","CMKLR2","ENSG00000183671",1,2,0,1,0,0,0,0
"9807","2825","CMKLR2","ENSG00000283448",1,2,0,1,0,0,0,0
"9809","2826","CCR10","ENSG00000184451",0,1,2,1,0,0,3,0
"9814","2827","GPR3","ENSG00000181773",2,2,1,1,5,0,0,0
"9819","2828","GPR4","ENSG00000177464",4,0,0,0,0,1,0,0
"9829","2829","XCR1","ENSG00000173578",0,1,1,0,0,0,0,0
"9839","2830","GPR6","ENSG00000146360",0,0,0,0,0,0,0,0
"9851","2831","NPBWR1","ENSG00000288611",0,0,0,0,0,0,0,0
"9879","2832","NPBWR2","ENSG00000125522",0,1,2,0,0,0,0,0
"9880","2832","NPBWR2","ENSG00000277339",0,1,2,0,0,0,0,0
