"","ENTREZID","SYMBOL","ENSEMBL","SRR7251660","SRR7251661","SRR7251662","SRR7251664","SRR7251665","SRR7251667","SRR7251668","SRR7251670"
"198","100128164","LOC100128164","ENSG00000239219",24,18,1,0,13,0,1,1
"199","100128176","UST-AS1",NA,3,0,8,0,9,0,0,0
"200","100128191","TMPO-AS1","ENSG00000257167",6,3,0,3,3,2,3,0
"201","100128239","LINC02731","ENSG00000204241",0,1,1,0,1,0,0,0
"202","100128252","ZNF667-AS1","ENSG00000166770",1,17,1,0,1,0,0,0
"203","100128264","HTR5A-AS1","ENSG00000220575",4,0,0,0,0,0,0,0
"204","100128285","DNM1P35",NA,0,0,1,0,0,0,2,0
"205","100128288","LOC100128288",NA,4,12,3,0,23,0,3,0
"206","100128292","DLG5-AS1",NA,0,0,0,0,1,0,0,1
"207","100128327","TRAPPC3L","ENSG00000173626",10,56,6,12,3,0,3,0
"208","100128338",NA,NA,0,0,0,0,0,0,0,0
"209","100128361","LOC100128361",NA,0,4,5,0,7,1,1,0
"210","100128378","LINC00696",NA,11,0,0,0,0,0,0,0
"211","100128385","FAM225B","ENSG00000225684",2,0,0,0,0,0,0,0
"212","100128398","LOC100128398","ENSG00000176593",3,20,12,1,22,0,2,0
"213","100128420","LINC00892","ENSG00000233093",3,6,1,0,7,0,0,0
"214","100128496","SCP2D1-AS1",NA,0,0,0,0,0,0,0,0
"215","100128505","ASTN2-AS1","ENSG00000229105",1,4,1,0,9,0,0,0
"216","100128511","NEBL-AS1","ENSG00000231920",0,0,0,0,0,0,0,0
"217","100128531","KIAA1671-AS1","ENSG00000203280",0,1,3,0,0,0,0,0
"218","100128553","CTAGE4","ENSG00000225932",0,2,0,0,0,0,0,0
"219","100128553","CTAGE4","ENSG00000288370",0,2,0,0,0,0,0,0
"220","100128554","LINC02347","ENSG00000214043",3,0,2,0,1,0,0,0
"221","100128568","RANBP3-DT","ENSG00000266983",0,2,2,0,1,0,0,0
"222","100128569","C19orf71","ENSG00000183397",2,14,8,3,6,0,0,0
"223","100128573",NA,NA,0,10,6,1,19,0,2,0
"224","100128590","SLC8A1-AS1","ENSG00000227028",6,5,11,1,11,0,5,0
"225","100128593","LOC100128593",NA,0,0,1,0,0,0,0,0
"226","100128627","CDC42P3",NA,3,2,0,0,3,0,0,0
"227","100128640","ACVR2B-AS1","ENSG00000229589",0,0,0,2,0,0,0,0
"228","100128675","HPN-AS1","ENSG00000227392",0,0,0,0,0,0,0,0
"229","100128682","LINC01531","ENSG00000205786",2,0,0,0,0,0,5,0
"230","100128714","LINC02346","ENSG00000206187",0,0,0,0,0,0,0,0
"231","100128731","OST4","ENSG00000228474",275,613,134,99,86,0,15,1
"232","100128750","RBPMS-AS1","ENSG00000254109",0,0,0,0,0,0,0,0
"233","100128770","LOC100128770","ENSG00000205890",0,0,0,1,2,0,2,0
"234","100128782","LINC00476","ENSG00000175611",12,27,19,3,31,1,10,0
"235","100128787","LINC01349",NA,0,0,0,0,0,0,0,0
"236","100128788","SRRM2-AS1","ENSG00000205913",0,3,5,0,7,0,0,0
"237","100128811","GPR158-AS1","ENSG00000233642",0,0,0,0,2,0,0,0
"238","100128822","LINC01003","ENSG00000261455",3,29,8,12,2,1,0,1
"239","100128881","VPS9D1-AS1","ENSG00000261373",1,8,14,2,15,1,2,0
"240","100128885","LOC100128885",NA,9,0,0,0,0,0,0,0
"241","100128890","FAM66B","ENSG00000215374",0,1,0,0,1,0,0,0
"242","100128893","GATA6-AS1","ENSG00000266010",0,0,0,0,0,0,0,0
"243","100128927","ZBTB42","ENSG00000179627",4,3,3,2,5,0,0,0
"244","100128946","LINC01310","ENSG00000205632",0,0,0,0,0,0,0,0
"245","100128977","MAPT-AS1",NA,0,0,0,0,0,0,0,0
"246","100128993","LOC100128993",NA,1,0,0,0,0,0,0,0
"247","100129027","PCBP3-AS1",NA,0,0,0,0,0,0,0,0
"248","100129034","LOC100129034",NA,9,94,106,18,189,14,49,8
"249","100129046","BCAR3-AS1",NA,1,1,2,0,6,0,1,0
"250","100129055","CCNYL4",NA,6,0,0,0,0,0,0,0
"251","100129066","LOC100129066","ENSG00000237372",0,0,0,0,0,0,0,0
"252","100129075","KTN1-AS1","ENSG00000186615",0,5,4,1,5,0,0,0
"253","100129083","SIGLEC10-AS1",NA,0,1,0,0,1,0,0,0
"254","100129128","KHDC1L","ENSG00000256980",0,0,0,0,0,0,0,0
"255","100129138","LOC100129138","ENSG00000215869",3,2,0,0,2,0,0,0
"256","100129148","LOC100129148",NA,0,0,0,0,0,0,0,0
"257","100129175","LOC100129175","ENSG00000224090",0,0,0,2,0,0,0,0
"258","100129195","ZSCAN16-AS1","ENSG00000269293",6,12,6,0,13,1,3,0
"259","100129196","MATN1-AS1","ENSG00000186056",6,13,7,3,11,1,1,1
"260","100129213","SLC39A12-AS1","ENSG00000226083",0,0,0,0,0,0,0,0
"261","100129216","DEFB131B","ENSG00000225805",3,5,0,0,10,1,1,1
"262","100129239","CXorf51A","ENSG00000224440",0,0,0,0,0,0,0,0
"263","100129250","SMIM27","ENSG00000235453",0,10,5,1,6,0,1,0
"264","100129269","LINC01160",NA,0,0,0,0,4,0,2,0
"265","100129271","C1orf68","ENSG00000198854",0,0,0,0,0,0,0,0
"266","100129316","LOC100129316",NA,0,4,2,0,4,0,0,0
"267","100129345","LINC02291","ENSG00000197176",3,1,0,0,1,0,0,0
"268","100129354","NRADDP",NA,0,1,4,0,5,0,0,0
"269","100129361","SMIM10L1","ENSG00000256537",0,0,0,0,0,0,0,0
"270","100129361","SMIM10L1","ENSG00000262986",0,0,0,0,0,0,0,0
"271","100129361","SMIM10L1","ENSG00000281930",0,0,0,0,0,0,0,0
"272","100129385","C9orf92","ENSG00000205549",0,0,0,0,0,0,0,0
"273","100129387","GABPB1-AS1",NA,5,72,52,22,80,6,34,1
"274","100129396","FAM106C","ENSG00000288235",0,1,5,0,0,0,4,0
"275","100129405","MSTO2P",NA,0,21,19,1,41,0,2,0
"276","100129407","FAM236A","ENSG00000275520",0,0,0,0,0,0,0,0
"277","100129424","RPL19P12",NA,36,88,20,41,22,2,38,1
"278","100129427","DDC-AS1","ENSG00000226122",0,0,0,0,0,0,0,0
"279","100129460","DPY19L1P1",NA,9,17,20,3,19,1,3,0
"280","100129464","LINC01546",NA,0,0,0,0,0,0,0,0
"281","100129480","MKRN2OS","ENSG00000225526",3,7,0,0,4,0,0,0
"282","100129482","ZNF37BP","ENSG00000234420",23,273,140,25,375,6,65,6
"283","100129515","ETDB","ENSG00000224107",0,0,0,0,0,0,0,0
"284","100129518","SOD2-OT1","ENSG00000285427",1,4,2,1,1,1,11,0
"285","100129520","TEX13C","ENSG00000282815",0,0,0,0,0,0,0,0
"286","100129534","LOC100129534","ENSG00000269896",5,5,7,1,12,0,1,0
"287","100129543","ZNF730","ENSG00000183850",1,1,0,0,0,0,1,0
"288","100129550","LINC02035","ENSG00000273033",0,21,47,7,61,6,14,1
"289","100129583","FAM47E","ENSG00000189157",18,1,0,0,0,0,0,0
"290","100129597","LINC00462","ENSG00000233610",0,0,0,0,0,0,0,0
"291","100129617","LOC100129617",NA,6,9,24,2,35,1,19,0
"292","100129620","PLPPR5-AS1","ENSG00000232825",3,0,0,0,0,0,0,0
"293","100129636","LOC100129636",NA,0,0,0,0,0,0,0,0
"294","100129654","TCF24","ENSG00000261787",0,0,0,0,0,0,0,0
"295","100129662","FGF13-AS1","ENSG00000226031",0,0,0,0,0,0,0,0
"296","100129669","IZUMO3","ENSG00000205442",4,0,0,0,0,0,0,0
"297","100129716","ARRDC3-AS1","ENSG00000281357",8,14,10,2,26,0,1,0
"298","100129722","STPG3-AS1","ENSG00000275549",0,1,0,0,3,0,0,0
"299","100129726","LINC01126","ENSG00000279873",5,8,6,1,13,0,4,0
"300","100129792","CCDC152","ENSG00000198865",2,9,4,2,13,1,1,0
"301","100129794","SLC25A21-AS1","ENSG00000258708",4,0,0,0,0,0,0,0
"302","100129827","IRAG1-AS1","ENSG00000177112",0,2,2,0,2,0,0,0
"303","100129842","ZNF737","ENSG00000237440",0,0,0,0,0,0,0,0
"304","100129845","PCOLCE-AS1","ENSG00000224729",0,2,1,0,5,1,0,0
"305","100129858","SCOC-AS1","ENSG00000196951",2,2,0,0,2,0,0,0
"306","100129917","LOC100129917","ENSG00000249592",16,37,29,10,74,3,10,0
"307","100129924","TMEM269","ENSG00000274386",0,0,1,0,2,0,0,0
"308","100129931","LOC100129931","ENSG00000245748",0,5,9,1,1,0,4,1
"309","100129935","LOC100129935","ENSG00000268153",0,0,0,0,0,0,0,0
"310","100129961","CCNT2-AS1",NA,2,7,3,1,7,1,1,1
"311","100129973","CERNA1",NA,0,8,1,0,2,0,0,0
"313","100130000",NA,NA,0,0,0,0,0,0,0,0
"314","100130015","URAHP","ENSG00000222019",0,0,1,0,0,0,0,0
"315","100130017","FTLP10","ENSG00000250426",0,0,0,0,0,0,0,0
"316","100130075","LOC100130075",NA,0,0,6,2,4,0,0,0
"317","100130086","HSFX2","ENSG00000268738",0,0,0,0,0,0,0,0
"318","100130093",NA,NA,0,5,6,0,2,0,0,0
"319","100130148","MAPT-IT1","ENSG00000279685",0,0,0,0,0,0,0,0
"320","100130148","MAPT-IT1","ENSG00000281284",0,0,0,0,0,0,0,0
"321","100130148","MAPT-IT1","ENSG00000282620",0,0,0,0,0,0,0,0
"322","100130155","MIR124-2HG","ENSG00000254377",1,0,0,0,0,0,0,0
"323","100130197","EFCAB14-AS1","ENSG00000228237",0,1,1,1,8,0,1,0
"324","100130231","LINC00861","ENSG00000245164",5,544,193,41,569,8,61,6
"325","100130238","LOC100130238",NA,0,0,0,0,0,0,0,0
"326","100130264","SLC24A3-AS1","ENSG00000179447",2,0,0,0,0,0,1,0
"327","100130274","CCDC166","ENSG00000255181",0,0,0,0,0,0,0,0
"328","100130274","CCDC166","ENSG00000278749",0,0,0,0,0,0,0,0
"329","100130275","TFAP2A-AS1",NA,0,0,0,0,0,0,0,0
"330","100130298","LOC100130298",NA,0,7,1,0,3,0,0,0
"331","100130301","C8orf89","ENSG00000274443",0,0,1,0,0,0,0,0
"332","100130302","SUPT20HL1","ENSG00000223731",0,1,0,0,0,0,0,0
"333","100130311","C17orf107","ENSG00000205710",11,9,11,20,2,2,7,1
"334","100130331","LOC100130331","ENSG00000237250",0,14,7,1,5,0,3,1
"335","100130342","SCGB2B3P",NA,0,0,4,0,3,0,0,0
"336","100130348","TMEM262","ENSG00000187066",0,1,2,0,1,0,0,0
"337","100130357","LOC100130357","ENSG00000215022",1,5,6,6,7,12,42,9
"338","100130370","LOC100130370","ENSG00000262223",0,0,0,0,0,0,0,0
"339","100130386","LINC00552","ENSG00000279770",1,0,0,0,0,0,0,0
"340","100130386","LINC00552","ENSG00000282664",1,0,0,0,0,0,0,0
"341","100130386","LINC00552","ENSG00000288305",1,0,0,0,0,0,0,0
"342","100130417","LINC02593","ENSG00000223764",0,0,0,0,0,0,0,0
"343","100130418","CECR7",NA,0,0,11,2,32,0,2,0
"344","100130449","LOC100130449","ENSG00000218416",0,0,0,0,0,0,0,0
"345","100130451","SPAG16-DT",NA,0,0,0,0,0,0,0,0
"346","100130452","LOC100130452",NA,0,1,0,0,0,0,0,0
"347","100130476","WAKMAR2","ENSG00000237499",7,15,11,13,28,6,47,8
"348","100130480","LINC01387","ENSG00000265944",0,0,0,0,0,0,0,0
"349","100130519","TMEM221","ENSG00000188051",0,4,1,0,2,0,1,0
"350","100130522","PARD6G-AS1","ENSG00000267270",5,0,0,0,0,0,1,0
"351","100130539","LINC02881","ENSG00000277288",0,0,0,0,0,0,0,0
"352","100130557","NFYC-AS1",NA,6,7,5,1,15,3,3,3
"353","100130581","LINC00910","ENSG00000188825",5,16,26,4,22,0,3,0
"354","100130613","PRR32","ENSG00000183631",0,0,0,0,0,0,0,0
"355","100130673","LOC100130673",NA,2,0,0,0,0,0,0,0
"356","100130691","LOC100130691","ENSG00000213963",0,5,4,0,6,0,1,0
"357","100130700","TP53TG3HP",NA,0,0,0,0,0,0,0,0
"358","100130705","ATP6V1FNB","ENSG00000272899",6,9,3,0,9,0,1,0
"359","100130717","HDHD5-AS1","ENSG00000185837",0,2,0,0,0,0,0,0
"360","100130733","LRRC70","ENSG00000186105",3,5,1,2,6,0,7,1
"361","100130742","LRRC69","ENSG00000214954",14,13,7,1,24,1,1,0
"362","100130744","LOC100130744",NA,10,32,30,10,83,1,4,1
"363","100130771","EFCAB10","ENSG00000185055",2,7,0,0,2,0,1,0
"364","100130776","AGAP2-AS1","ENSG00000255737",0,0,0,3,0,0,0,0
"365","100130827","SBK3","ENSG00000231274",0,0,0,0,0,0,0,0
"366","100130849","LOC100130849","ENSG00000233437",0,0,0,0,0,0,0,0
"367","100130855","USP3-AS1","ENSG00000259248",0,25,9,9,43,3,24,2
"368","100130872","LOC100130872",NA,13,43,30,5,81,3,9,1
"369","100130880","CREB3L2-AS1","ENSG00000237243",0,3,0,0,3,0,0,0
"370","100130889","PSORS1C3",NA,0,0,0,0,0,0,0,0
"371","100130890","TSTD3","ENSG00000279170",7,25,3,1,23,2,6,0
"372","100130894","VAC14-AS1","ENSG00000214353",7,4,13,4,16,1,0,0
"373","100130899",NA,NA,0,0,0,0,1,0,0,0
"374","100130933","SMIM6","ENSG00000259120",0,4,0,0,3,0,0,0
"375","100130934","ZNF663P",NA,0,0,0,0,0,0,0,0
"376","100130935","CSAG4","ENSG00000242599",0,0,0,0,0,0,0,0
"377","100130950","ZNF594-DT","ENSG00000261879",3,13,6,1,16,0,1,0
"378","100130954","LINC01502","ENSG00000237339",0,0,0,1,0,0,0,0
"379","100130958","SYCE1L","ENSG00000205078",5,4,4,5,2,0,0,0
"380","100130964","LOC100130964",NA,3,0,0,0,0,0,0,0
"381","100130967","LINC02901","ENSG00000203711",3,0,0,0,0,0,0,0
"382","100130987","LOC100130987",NA,0,2,1,0,3,0,0,0
"383","100130988","SPATA48","ENSG00000164500",2,0,0,0,0,0,0,0
"384","100130992","LOC100130992",NA,6,17,7,3,13,0,1,0
"385","100131047","DNAH8-AS1",NA,0,0,0,0,1,0,0,0
"386","100131060","LINC01135",NA,0,0,1,0,4,0,0,0
"387","100131067","CKMT2-AS1","ENSG00000247572",0,17,8,0,33,0,6,0
"388","100131089","SRP14-DT","ENSG00000248508",0,16,4,0,16,0,1,0
"389","100131094","DPP9-AS1","ENSG00000205790",4,10,11,3,12,2,0,2
"390","100131096",NA,NA,32,101,68,26,256,1,11,1
"391","100131117","ZBTB20-AS1","ENSG00000241560",7,12,11,2,23,0,3,0
"392","100131137","BSPH1","ENSG00000188334",0,0,0,0,0,0,0,0
"393","100131138","LINC01405","ENSG00000185847",0,0,0,0,0,0,0,0
"394","100131176","WDR86-AS1","ENSG00000243836",1,2,0,0,11,0,1,0
"395","100131187","TSTD1","ENSG00000215845",0,12,3,5,10,0,1,0
"396","100131193","CCDC183-AS1","ENSG00000228544",0,8,9,2,12,0,3,0
"397","100131208","SNAP25-AS1","ENSG00000227906",2,0,0,0,1,0,0,0
"398","100131211","NEMP2","ENSG00000189362",8,82,22,12,105,0,14,1
"399","100131213","ZNF503-AS2","ENSG00000237149",0,0,0,0,0,0,1,0
"400","100131234","MIR181A1HG",NA,2,4,8,0,17,2,3,1
"401","100131244","ANKRD63","ENSG00000230778",0,0,0,0,0,0,0,0
"402","100131257","LOC100131257",NA,25,1,0,0,1,0,0,0
"403","100131289","LOC100131289",NA,0,0,1,0,1,0,1,0
"404","100131320","RAB6C-AS1","ENSG00000225449",0,0,0,0,1,0,0,0
"405","100131347","RDM1P5","ENSG00000263818",0,1,0,0,2,0,0,0
"406","100131366","LINC00605","ENSG00000251533",0,0,0,0,0,0,0,0
"407","100131378","C11orf91","ENSG00000205177",0,0,0,0,0,0,0,0
"408","100131390","SP9","ENSG00000217236",0,0,0,0,0,0,0,0
"409","100131434","EOLA1-DT","ENSG00000241769",0,3,0,0,0,0,0,0
"410","100131439","CD300LD","ENSG00000204345",0,0,0,0,1,0,1,0
"411","100131454","DBIL5P","ENSG00000231784",2,1,1,0,4,0,3,0
"412","100131496","LOC100131496","ENSG00000267882",6,7,8,1,16,0,0,0
"413","100131551","LINC00887","ENSG00000214145",1,0,0,0,0,0,0,0
"414","100131561","FKSG29",NA,0,11,12,3,16,3,5,1
"415","100131564","CCDC18-AS1",NA,5,156,62,13,279,5,25,1
"416","100131626","LOC100131626",NA,0,0,0,0,0,0,0,0
"417","100131635","LOC100131635","ENSG00000228804",0,1,5,0,3,0,1,0
"418","100131655","ZNF236-DT","ENSG00000264278",0,1,0,0,2,0,0,0
"419","100131691","MZF1-AS1","ENSG00000267858",0,6,5,1,10,7,6,7
"420","100131726","FAM83A-AS1","ENSG00000204949",0,0,1,0,0,0,0,0
"421","100131733","USP30-AS1",NA,4,15,6,1,15,0,2,0
"422","100131755","ARMCX4","ENSG00000196440",0,0,0,0,0,0,0,0
"423","100131801","PET100","ENSG00000229833",10,11,11,4,13,0,4,0
"424","100131814","AHI1-DT","ENSG00000231028",2,2,0,1,0,0,0,0
"425","100131816","UBE2DNL","ENSG00000229547",0,0,0,0,0,0,0,0
"426","100131825","CADM3-AS1",NA,0,0,0,0,0,0,0,0
"427","100131827","ZNF717","ENSG00000227124",5,4,5,1,9,0,1,0
"428","100131897","INSYN2B","ENSG00000204767",5,97,68,27,136,1,15,0
"429","100131902","KRTAP25-1","ENSG00000232263",0,0,0,0,0,0,0,0
"430","100131980","ZNF705G","ENSG00000215372",5,0,0,0,0,0,0,0
"431","100131980","ZNF705G","ENSG00000274195",5,0,0,0,0,0,0,0
"432","100131980","ZNF705G","ENSG00000285286",5,0,0,0,0,0,0,0
"433","100131998","RRN3P3",NA,2,14,23,7,46,3,9,0
"434","100132062","LOC100132062",NA,0,0,0,0,0,0,0,0
"435","100132077","LOC100132077",NA,1,3,2,1,7,0,0,0
"436","100132078","LOC100132078","ENSG00000255428",0,0,0,0,0,0,0,0
"437","100132101","HERC2P7","ENSG00000274471",1,0,0,0,0,0,0,0
"438","100132103","FAM66E","ENSG00000225725",0,0,0,0,0,0,0,0
"439","100132111","C2CD4D-AS1",NA,0,1,1,0,12,0,0,0
"440","100132146","FAM240A","ENSG00000283473",0,0,0,0,0,0,0,0
"441","100132163","PHKA2-AS1",NA,0,3,3,0,3,0,2,0
"442","100132215","EHBP1-AS1","ENSG00000231609",0,1,0,0,5,0,0,0
"443","100132247","NPIPB5","ENSG00000243716",0,29,155,3,175,7,29,2
"444","100132247","NPIPB5","ENSG00000284218",0,29,155,3,175,7,29,2
"445","100132273","NDUFA6-DT","ENSG00000237037",0,0,0,0,0,0,0,0
"446","100132285","KIR2DS2","ENSG00000278152",0,0,0,0,0,0,0,0
"447","100132285","KIR2DS2","ENSG00000276258",0,0,0,0,0,0,0,0
"448","100132285","KIR2DS2","ENSG00000276425",0,0,0,0,0,0,0,0
"449","100132285","KIR2DS2","ENSG00000274518",0,0,0,0,0,0,0,0
"450","100132285","KIR2DS2","ENSG00000276139",0,0,0,0,0,0,0,0
"451","100132285","KIR2DS2","ENSG00000275452",0,0,0,0,0,0,0,0
"452","100132285","KIR2DS2","ENSG00000275253",0,0,0,0,0,0,0,0
"453","100132285","KIR2DS2","ENSG00000277885",0,0,0,0,0,0,0,0
"454","100132285","KIR2DS2","ENSG00000275735",0,0,0,0,0,0,0,0
"455","100132285","KIR2DS2","ENSG00000274438",0,0,0,0,0,0,0,0
"456","100132285","KIR2DS2","ENSG00000275737",0,0,0,0,0,0,0,0
"457","100132285","KIR2DS2","ENSG00000278300",0,0,0,0,0,0,0,0
"458","100132285","KIR2DS2","ENSG00000275583",0,0,0,0,0,0,0,0
"459","100132288","TEKT4P2","ENSG00000188681",0,0,2,0,1,0,0,0
"460","100132341","CLUHP3","ENSG00000131797",0,67,15,22,51,4,5,9
"461","100132352","FRG1HP",NA,3,10,4,0,12,0,0,0
"462","100132354","LINC01512",NA,1,0,0,0,0,0,0,0
"463","100132356","LOC100132356",NA,1,28,20,1,39,1,4,0
"464","100132386","KRTAP4-9","ENSG00000212722",0,0,0,0,0,0,0,0
"465","100132386","KRTAP4-9","ENSG00000262121",0,0,0,0,0,0,0,0
"466","100132396","ZNF705B","ENSG00000215356",0,0,0,0,0,0,0,0
"467","100132396","ZNF705B","ENSG00000285120",0,0,0,0,0,0,0,0
"468","100132399","GAGE12D","ENSG00000227488",0,0,0,0,0,0,0,0
"469","100132403","FAM157B",NA,0,0,1,0,1,0,1,0
"470","100132406","NBPF10","ENSG00000271425",0,37,27,4,77,0,1,0
"471","100132417","FCGR1CP","ENSG00000265531",0,0,0,0,0,0,0,0
"472","100132463","CLDN24","ENSG00000185758",0,0,0,0,3,0,0,0
"473","100132464","FAM99B","ENSG00000205865",0,0,0,0,0,0,0,0
"474","100132464","FAM99B","ENSG00000281783",0,0,0,0,0,0,0,0
"475","100132464","FAM99B","ENSG00000281829",0,0,0,0,0,0,0,0
"476","100132476","KRTAP4-7","ENSG00000240871",0,0,0,0,0,0,0,0
"477","100132526","FGD5P1","ENSG00000275340",0,0,0,0,2,0,0,0
"478","100132565","GOLGA8F","ENSG00000153684",0,0,0,0,0,0,0,0
"479","100132565","GOLGA8F","ENSG00000276896",0,0,0,0,0,0,0,0
"480","100132565","GOLGA8F","ENSG00000278310",0,0,0,0,0,0,0,0
"481","100132594","PGAM1P5","ENSG00000257150",4,2,0,0,1,0,0,0
"482","100132596","XGY2","ENSG00000288686",0,0,0,0,0,0,0,0
"483","100132596","XGY2","ENSG00000124343",0,0,0,0,0,0,0,0
"484","100132618","ZRANB2-AS1",NA,2,2,6,0,3,0,0,0
"485","100132677","BSN-DT","ENSG00000226913",7,0,0,0,0,0,0,0
"486","100132707","PAXIP1-AS2",NA,0,23,15,6,51,1,4,0
"487","100132708","CYP4F30P","ENSG00000214081",0,0,0,0,0,0,0,0
"488","100132724","DCAF13P3",NA,0,13,8,1,19,0,8,0
"489","100132735","FILNC1","ENSG00000231426",3,0,0,0,0,0,0,0
"490","100132774","KDM4A-AS1",NA,4,12,1,0,17,0,0,0
"491","100132781","LOC100132781",NA,4,13,7,4,9,0,7,0
"492","100132831","TNIP2P1",NA,0,0,1,1,2,0,0,0
"493","100132832","PMS2P9",NA,3,5,10,0,35,0,0,0
"494","100132891","MSC-AS1","ENSG00000235531",3,22,2,1,5,0,0,0
"495","100132911","DPH3P1",NA,0,6,2,0,2,0,2,0
"496","100132916","SHISAL2B","ENSG00000145642",0,0,0,0,0,0,0,0
"497","100132923","FAM66D",NA,1,2,0,0,5,0,0,0
"498","100132948","FAM27C","ENSG00000231527",0,0,0,0,0,0,0,0
"499","100132963","SMIM9","ENSG00000203870",0,0,0,0,0,0,0,0
"500","100132979","GOLGA8DP","ENSG00000175676",0,1,1,0,1,0,0,0
"501","100132979","GOLGA8DP","ENSG00000278070",0,1,1,0,1,0,0,0
"502","100132979","GOLGA8DP","ENSG00000278508",0,1,1,0,1,0,0,0
"503","100132979","GOLGA8DP","ENSG00000288344",0,1,1,0,1,0,0,0
"504","100132987","LINC00856","ENSG00000230417",1,1,0,0,0,0,0,0
"505","100132994","CXorf49B","ENSG00000215113",0,0,0,0,0,0,0,0
"506","100133036","FAM95B1","ENSG00000223839",0,0,0,0,0,0,0,0
"507","100133050","GUSBP19",NA,0,0,0,0,1,0,0,0
"508","100133053","CXorf51B","ENSG00000235699",0,0,0,0,0,0,0,0
"509","100133091","LOC100133091","ENSG00000205485",2,17,8,7,13,1,2,0
"510","100133091","LOC100133091","ENSG00000282254",2,17,8,7,13,1,2,0
"511","100133121","FAM27B",NA,0,0,0,0,0,0,0,0
"512","100133123","LINC01203","ENSG00000226985",0,0,0,0,1,0,0,0
"513","100133144",NA,NA,0,0,0,0,0,0,0,0
"514","100133161","LINC01001",NA,14,12,10,0,6,0,0,0
"515","100133172","FAM66A",NA,0,0,2,1,0,0,0,0
"516","100133205","LINC00240","ENSG00000224843",0,0,0,0,0,0,0,0
"517","100133234","SBF1P1","ENSG00000248522",1,14,16,0,23,1,1,2
"518","100133286","CBR1-AS1","ENSG00000230212",0,0,0,0,0,0,0,0
"519","100133308","RSU1P2",NA,0,0,0,0,0,0,0,0
"520","100133311","HOXA-AS3","ENSG00000254369",0,0,2,0,0,0,1,0
"521","100133315","XNDC1N","ENSG00000254469",0,17,9,10,36,0,4,1
"522","100133331",NA,NA,17,14,18,6,23,1,0,0
"523","100133445",NA,NA,3,10,16,4,16,5,21,1
"524","100133461","LINC02171","ENSG00000250632",0,0,0,0,0,0,0,0
"525","100133545","MRPL23-AS1","ENSG00000226416",0,7,3,0,3,1,1,1
"526","100133545","MRPL23-AS1","ENSG00000288320",0,7,3,0,3,1,1,1
"527","100133612","LINC01134","ENSG00000236423",0,0,0,0,1,0,0,0
"528","100133669","LY6E-DT",NA,0,1,6,0,3,0,0,0
"529","100133920","LOC100133920","ENSG00000261522",0,0,0,0,1,0,0,0
"530","100133941","CD24","ENSG00000272398",0,3,1,2,4,1,0,0
"531","100133957","UXT-AS1","ENSG00000267064",0,0,0,0,1,2,0,0
"532","100133985","LINC01816","ENSG00000231327",9,1,1,0,1,0,0,0
"533","100133991","MAP3K14-AS1",NA,0,18,20,0,26,0,3,0
"534","100134015","UBOX5-AS1","ENSG00000235958",3,4,2,5,8,0,1,2
"535","100134229","KDM7A-DT","ENSG00000260231",7,8,5,5,11,3,10,0
"536","100134259","LINC01119","ENSG00000239332",0,2,1,0,1,0,3,0
"537","100134317","LOC100134317",NA,0,2,0,0,0,0,0,0
"538","100134368","LOC100134368","ENSG00000236829",3,2,1,2,7,0,0,0
"539","100134713","NDUFB2-AS1","ENSG00000240889",4,5,8,3,2,0,1,0
"540","100134868","LOC100134868",NA,0,1,0,1,2,0,0,0
"541","100134869","UBE2Q2P2","ENSG00000282084",0,0,0,0,0,0,0,0
"542","100134869","UBE2Q2P2","ENSG00000259429",0,0,0,0,0,0,0,0
"543","100137047","JMJD7","ENSG00000243789",1,43,18,6,47,0,1,0
"544","100137049","PLA2G4B","ENSG00000243708",0,4,7,4,11,0,0,0
"546","100141515","C17orf99","ENSG00000187997",0,3,0,0,1,0,0,0
"547","100144595","LOC100144595","ENSG00000224675",11,0,0,0,0,0,0,0
"548","100144596","LINC00029",NA,5,0,0,0,0,0,0,0
"549","100144597","LINC01056","ENSG00000237119",4,0,0,0,0,0,0,0
"550","100144602","EPHA5-AS1","ENSG00000250846",0,0,0,0,0,0,0,0
"551","100144603","CHKB-DT","ENSG00000205559",0,1,0,0,1,0,0,0
"552","100144604","LINC00930",NA,2,0,0,0,0,0,0,0
"553","100144748","KLLN","ENSG00000227268",1,0,1,1,1,0,0,0
"554","100144748","KLLN","ENSG00000283059",1,0,1,1,1,0,0,0
"556","100151643","KRTAP20-4","ENSG00000206105",0,0,0,0,0,0,0,0
"557","100151683","RNU4ATAC","ENSG00000264229",18,119,23,12,27,23,101,17
"558","100151684","RNU6ATAC","ENSG00000221676",0,0,0,0,0,0,0,0
"559","100158262","SCARNA9L","ENSG00000254911",0,7,5,0,8,0,2,0
"561","100169752","TEX36-AS1","ENSG00000237675",0,0,0,0,0,0,0,0
"562","100169851","PATE3","ENSG00000236027",0,0,0,0,0,0,0,0
"563","100169890","PEG3-AS1",NA,0,0,0,0,0,0,0,0
"564","100169951","SNAR-A3",NA,0,0,0,0,0,0,0,0
"565","100169989","DBIL5P2","ENSG00000242412",1,1,0,0,0,0,0,0
"567","100170217","SNAR-B2",NA,0,0,0,0,0,0,0,0
"568","100170218","SNAR-C2",NA,0,0,0,0,0,0,0,0
"569","100170219","SNAR-C4",NA,0,0,0,0,0,0,0,0
"570","100170220","SNAR-E",NA,0,0,0,0,2,1,0,0
